  1    smooth    9   45  7.20000e+01  3.89810e+01  6.00000e+00  1.80000e+01 
  2    smooth    9   45  1.12500e+03  2.58910e+01  3.30000e+01  9.90000e+02 
  3    smooth    7   35  1.16542e+07  3.01738e-02  4.93224e+06  1.16718e+07 
  4    smooth    7   35  1.16859e+09  9.02594e-02  4.93894e+07  1.16877e+09 
  5    smooth    7   35  4.98920e+06  1.75299e+00  2.37189e+06  5.00038e+06 
  6    smooth    7   35  5.00936e+08  1.29603e+00  2.37668e+07  5.01048e+08 
  7    smooth    2    2  2.42000e+01  1.76010e+00  1.16434e+02  8.53600e+01 
  8    smooth    2    2  1.79577e+06  5.73708e-01  3.21892e+05  3.72536e+06 
  9    smooth    3    3  2.50000e+03  2.62375e-01  9.39818e+02  -0.00000e+00 
 10    smooth    3    3  1.06000e+04  1.15637e+00  1.03263e+03  9.00000e+03 
 11    smooth    4    4  2.15000e+02  5.19619e-01  2.29388e+02  3.76000e+02 
 12    smooth    4    4  1.61540e+06  5.99763e-03  2.26240e+05  3.22540e+06 
 13    smooth    2    2  4.00500e+02  1.58307e+00  6.36177e+02  1.27950e+03 
 14    smooth    2    2  1.54575e+08  8.42386e-02  2.24811e+07  4.49635e+08 
 15    smooth    3   15  4.16817e+01  1.14814e+01  4.23154e+01  -2.93328e+01 
 16    smooth    3   15  1.30623e+03  1.17771e+00  1.39344e+02  1.37780e+03 
 17    smooth    4   11  5.31317e-03  6.34876e-03  6.71720e-02  1.68541e-02 
 18    smooth    3   16  1.69361e+09  2.31469e+00  4.36383e+10  -3.05161e+09 
 19    smooth    6   31  1.64308e+01  1.10835e+01  5.78196e+01  5.49754e+01 
 20    smooth    6   31  2.32337e+06  3.62974e+00  4.08680e+05  4.89980e+06 
 21    smooth    9   31  2.69042e+01  5.02304e-01  4.60322e+01  6.45590e+01 
 22    smooth    9   31  8.15888e+06  2.29489e+00  1.17010e+06  1.72586e+07 
 23    smooth   12   31  7.36782e+01  5.24893e-01  1.05247e+02  5.46497e+01 
 24    smooth   12   31  2.05938e+07  1.53377e+00  2.55210e+06  4.36033e+07 
 25    smooth    3   10  1.03115e+03  2.36456e-01  7.46382e+01  1.11328e+03 
 26    smooth    2   10  4.17131e+03  3.19960e+00  4.68544e+04  2.25499e+04 
 27    smooth    4   20  7.92669e+06  3.66264e-01  1.07025e+06  1.95379e+07 
 28    smooth    4   20  3.08106e+11  1.62342e+00  4.57662e+09  6.49219e+11 
 29    smooth    6    6  4.64282e-02  1.56529e-01  6.41837e-01  -2.64135e-01 
 30    smooth    7    7  3.37706e-02  1.73325e-01  4.36739e-01  -2.07023e-01 
 31    smooth    8    8  3.86177e-02  6.89787e-02  7.62295e-01  -2.77172e-01 
 32    smooth    9    9  2.88830e-02  9.43605e-02  6.10372e-01  -2.45009e-01 
 33    smooth   10   10  3.37633e-02  5.48911e-03  6.65036e-01  -2.29617e-01 
 34    smooth   11   11  2.67406e-02  3.01591e-02  6.41685e-01  -2.31821e-01 
 35    smooth   10   10  2.73248e+02  5.50892e+00  1.72271e+02  -2.72260e+02 
 36    smooth    5   33  1.61741e+01  1.30040e+01  5.60596e+02  2.03223e+01 
 37    smooth   11   65  2.09342e+00  1.96037e+00  2.94582e+00  -3.74287e+00 
 38    smooth   11   65  1.99685e+02  3.09177e+01  1.73084e+01  1.65619e+02 
 39    smooth    8    8  9.04000e+02  7.64733e-01  7.92252e+02  1.81600e+03 
 40    smooth   10   12  1.35600e+03  1.14710e+00  1.12361e+03  2.72400e+03 
 41    smooth   11   14  1.58200e+03  1.33828e+00  1.28352e+03  3.17800e+03 
 42    smooth   12   16  1.80800e+03  1.52947e+00  1.44129e+03  3.63200e+03 
 43    smooth    5    5  5.65000e+01  2.76567e+00  4.98930e+01  1.85000e+01 
 44    smooth    6    6  7.05625e+01  3.33723e+00  5.07662e+01  2.31875e+01 
 45    smooth    8    8  9.86875e+01  4.48035e+00  5.24689e+01  3.25625e+01 
 46    smooth    5    5  2.53908e+09  8.32656e-01  7.01101e+07  1.42740e+10 
 47    smooth    5    5  6.87380e+12  1.06850e+00  3.66381e+09  7.45929e+12 
 48    smooth    8    8  3.36796e+09  1.93919e+00  8.04373e+07  1.90202e+10 
 49    smooth   10   10  3.73513e+09  8.93730e-01  8.45407e+07  2.11554e+10 
 50    smooth   12   12  3.99107e+09  1.95876e+00  8.72597e+07  2.26815e+10 
 51    smooth   12   12  1.13001e+13  1.33103e+00  4.69788e+09  1.22120e+13 
 52    smooth    8    8  9.38567e+00  8.21472e-01  1.07454e+02  2.01171e+02 
 53    smooth    8    8  3.36582e+10  2.15289e-01  6.25189e+09  1.34628e+11 
 54    smooth    3    3  1.73407e+02  7.75442e-01  1.92692e+02  5.85786e+01 
 55    smooth    3    3  6.25000e+02  1.32352e-01  2.50000e+02  0.00000e+00 
  1   nondiff    9   45  5.40000e+01  3.89810e+01 
  2   nondiff    9   45  2.25000e+02  2.58910e+01 
  3   nondiff    7   35  1.76050e+04  3.01738e-02 
  4   nondiff    7   35  1.76365e+05  9.02594e-02 
  5   nondiff    7   35  1.11890e+04  1.75299e+00 
  6   nondiff    7   35  1.12169e+05  1.29603e+00 
  7   nondiff    2    2  6.60000e+00  1.76010e+00 
  8   nondiff    2    2  1.35300e+03  5.73708e-01 
  9   nondiff    3    3  5.00000e+01  2.62375e-01 
 10   nondiff    3    3  1.40000e+02  1.15637e+00 
 11   nondiff    4    4  2.28852e+01  5.19619e-01 
 12   nondiff    4    4  1.45727e+03  5.99763e-03 
 13   nondiff    2    2  2.40000e+01  1.58307e+00 
 14   nondiff    2    2  1.73760e+04  8.42386e-02 
 15   nondiff    3   15  2.18829e+01  1.14814e+01 
 16   nondiff    3   15  1.39339e+02  1.17771e+00 
 17   nondiff    4   11  1.95153e-01  6.34876e-03 
 18   nondiff    3   16  1.33046e+05  2.31469e+00 
 19   nondiff    6   31  1.58545e+01  1.10835e+01 
 20   nondiff    6   31  5.42767e+03  3.62974e+00 
 21   nondiff    9   31  2.24125e+01  5.02304e-01 
 22   nondiff    9   31  8.54458e+03  2.29489e+00 
 23   nondiff   12   31  3.43398e+01  5.24893e-01 
 24   nondiff   12   31  1.18978e+04  1.53377e+00 
 25   nondiff    3   10  9.91512e+01  2.36456e-01 
 26   nondiff    2   10  1.20588e+02  3.19960e+00 
 27   nondiff    4   20  1.13038e+04  3.66264e-01 
 28   nondiff    4   20  2.41278e+06  1.62342e+00 
 29   nondiff    6    6  3.29087e-01  1.56529e-01 
 30   nondiff    7    7  2.75893e-01  1.73325e-01 
 31   nondiff    8    8  3.46953e-01  6.89787e-02 
 32   nondiff    9    9  2.91449e-01  9.43605e-02 
 33   nondiff   10   10  3.53857e-01  5.48911e-03 
 34   nondiff   11   11  3.16982e-01  3.01591e-02 
 35   nondiff   10   10  5.04990e+01  5.50892e+00 
 36   nondiff    5   33  1.63733e+01  1.30040e+01 
 37   nondiff   11   65  9.60594e+00  1.96037e+00 
 38   nondiff   11   65  5.49148e+01  3.09177e+01 
 39   nondiff    8    8  6.40000e+01  7.64733e-01 
 40   nondiff   10   12  9.60000e+01  1.14710e+00 
 41   nondiff   11   14  1.12000e+02  1.33828e+00 
 42   nondiff   12   16  1.28000e+02  1.52947e+00 
 43   nondiff    5    5  1.55000e+01  2.76567e+00 
 44   nondiff    6    6  1.92500e+01  3.33723e+00 
 45   nondiff    8    8  2.67500e+01  4.48035e+00 
 46   nondiff    5    5  1.12235e+05  8.32656e-01 
 47   nondiff    5    5  5.83904e+06  1.06850e+00 
 48   nondiff    8    8  1.62440e+05  1.93919e+00 
 49   nondiff   10   10  1.90072e+05  8.93730e-01 
 50   nondiff   12   12  2.13528e+05  1.95876e+00 
 51   nondiff   12   12  1.13405e+07  1.33103e+00 
 52   nondiff    8    8  4.92225e+00  8.21472e-01 
 53   nondiff    8    8  2.64839e+05  2.15289e-01 
  1     wild3    9   45  7.19428e+01  3.89810e+01 
  2     wild3    9   45  1.12405e+03  2.58910e+01 
  3     wild3    7   35  1.16443e+07  3.01738e-02 
  4     wild3    7   35  1.16771e+09  9.02594e-02 
  5     wild3    7   35  4.98494e+06  1.75299e+00 
  6     wild3    7   35  5.00558e+08  1.29603e+00 
  7     wild3    2    2  2.41953e+01  1.76010e+00 
  8     wild3    2    2  1.79407e+06  5.73708e-01 
  9     wild3    3    3  2.50215e+03  2.62375e-01 
 10     wild3    3    3  1.05909e+04  1.15637e+00 
 11     wild3    4    4  2.15057e+02  5.19619e-01 
 12     wild3    4    4  1.61525e+06  5.99763e-03 
 13     wild3    2    2  4.00899e+02  1.58307e+00 
 14     wild3    2    2  1.54489e+08  8.42386e-02 
 15     wild3    3   15  4.16979e+01  1.14814e+01 
 16     wild3    3   15  1.30579e+03  1.17771e+00 
 17     wild3    4   11  5.31185e-03  6.34876e-03 
 18     wild3    3   16  1.69338e+09  2.31469e+00 
 19     wild3    6   31  1.64338e+01  1.10835e+01 
 20     wild3    6   31  2.32392e+06  3.62974e+00 
 21     wild3    9   31  2.69298e+01  5.02304e-01 
 22     wild3    9   31  8.16061e+06  2.29489e+00 
 23     wild3   12   31  7.36733e+01  5.24893e-01 
 24     wild3   12   31  2.05759e+07  1.53377e+00 
 25     wild3    3   10  1.03165e+03  2.36456e-01 
 26     wild3    2   10  4.17513e+03  3.19960e+00 
 27     wild3    4   20  7.92937e+06  3.66264e-01 
 28     wild3    4   20  3.08386e+11  1.62342e+00 
 29     wild3    6    6  4.63839e-02  1.56529e-01 
 30     wild3    7    7  3.37880e-02  1.73325e-01 
 31     wild3    8    8  3.86560e-02  6.89787e-02 
